Dist. ID,Group,Year,Total Mathematics Number Tested,Total Mathematics Avg Scale Score,Total Reading ,Total Reading Average Scale Score,Total Writing ,Total Writing Avg Total Writing Scale Score
48,Ellington,2008,215,278.4,215,249.9,215,267.8
48,Special Ed.,2008,-,-,-,-,-,-
48,Not Special Ed.,2008,203,282.2,203,253.5,203,271.2
48,Ellington,2009,192,267.8,192,251.8,201,264.1
48,Special Ed.,2009,-,-,-,-,-,-
48,Not Special Ed.,2009,182,269.9,182,254.8,182,269.6
48,Ellington,2010,203,269.8,199,251.3,209,258.5
48,Special Ed.,2010,-,-,-,-,-,-
48,Not Special Ed.,2010,194,271.8,194,252,193,262.5
48,Ellington,2011,204,269,200,251.9,210,264.6
48,Special Ed.,2011,-,-,-,-,-,-
48,Not Special Ed.,2011,193,271.8,193,253.3,193,270.8
48,Ellington,2012,202,276.8,198,256.9,205,267.4
48,Special Ed.,2012,-,-,-,-,-,-
48,Not Special Ed.,2012,194,279.7,194,258,193,271.4
48,Ellington,2013,211,272.3,210,257.8,218,267.7
48,Special Ed.,2013,-,-,-,-,-,-
48,Not Special Ed.,2013,199,274.7,199,259.9,199,273.7
49,Enfield,2006,424,255,424,238.8,424,253.3
49,Special Ed.,2006,39,216.4,39,200.2,39,215.7
49,Not Special Ed.,2006,385,258.9,385,242.7,385,257.1
49,Enfield,2007,451,260.3,451,238.3,450,245.6
49,Special Ed.,2007,50,207.2,50,194.2,49,202
49,Not Special Ed.,2007,401,266.9,401,243.9,401,251
49,Enfield,2008,446,251.6,446,230.1,447,235
49,Special Ed.,2008,59,214,59,187.1,60,196.6
49,Not Special Ed.,2008,387,257.3,387,236.7,387,240.9
49,Enfield,2009,438,261.4,438,239,439,245.6
49,Special Ed.,2009,48,224.3,48,200,49,202
49,Not Special Ed.,2009,390,265.9,390,243.8,390,251.1
49,Enfield,2010,412,269.7,407,240.3,414,243.5
49,Special Ed.,2010,48,236.5,43,206.5,51,206.1
49,Not Special Ed.,2010,364,274.1,364,244.3,363,248.8
49,Enfield,2011,425,274.4,419,243.2,432,245.3
49,Special Ed.,2011,49,233.8,43,201.8,56,200
49,Not Special Ed.,2011,376,279.7,376,247.9,376,252.1
49,Enfield,2012,391,275.7,386,246.4,399,247.7
49,Special Ed.,2012,35,242.1,30,220.1,44,209.9
49,Not Special Ed.,2012,356,279,356,248.6,355,252.3
49,Enfield,2013,362,271.3,352,246.8,370,243.9
49,Special Ed.,2013,43,234.4,33,223.1,51,208.4
49,Not Special Ed.,2013,319,276.2,319,249.3,319,249.5
50,Essex,2006,91,253.2,91,255.8,91,260.2
50,Special Ed.,2006,-,-,-,-,-,-
50,Not Special Ed.,2006,82,257.9,82,261.9,82,265.4
50,Essex,2007,65,270.3,65,259.4,65,270.6
50,Special Ed.,2007,-,-,-,-,-,-
50,Not Special Ed.,2007,60,274,60,265.8,60,276.8
50,Essex,2008,79,269,78,256.2,78,277.8
50,Special Ed.,2008,-,-,-,-,-,-
50,Not Special Ed.,2008,72,273.8,72,260.9,71,282.9
50,Essex,2009,95,278.4,95,263.1,97,276.8
50,Special Ed.,2009,-,-,-,-,-,-
50,Not Special Ed.,2009,93,280.4,93,264.8,93,281.3
50,Essex,2010,70,277.9,70,259.5,71,277.2
50,Special Ed.,2010,-,-,-,-,-,-
50,Not Special Ed.,2010,64,280.8,64,263.3,64,284
50,Essex,2011,73,273.9,73,253.8,73,268.2
50,Special Ed.,2011,-,-,-,-,-,-
50,Not Special Ed.,2011,68,280.5,68,258,68,273.1
50,Essex,2012,78,265.1,76,257.5,78,259.6
50,Special Ed.,2012,-,-,-,-,-,-
50,Not Special Ed.,2012,69,271,69,261.3,69,264.5
50,Essex,2013,84,268.1,84,263.9,84,263.8
50,Special Ed.,2013,-,-,-,-,-,-
50,Not Special Ed.,2013,82,269.8,82,265.3,81,266.5
51,Fairfield,2006,718,269.8,717,258.6,714,274.1
51,Special Ed.,2006,72,217.8,73,204.2,70,218.6
51,Not Special Ed.,2006,646,275.6,644,264.8,644,280.2
51,Fairfield,2007,808,275,804,250.6,803,269.9
51,Special Ed.,2007,75,214.4,73,186.8,73,207.6
51,Not Special Ed.,2007,733,281.2,731,257,730,276.1
51,Fairfield,2008,816,274.4,815,260.7,813,269.1
51,Special Ed.,2008,79,223.8,78,210.6,76,218.6
51,Not Special Ed.,2008,737,279.8,737,266,737,274.4
51,Fairfield,2009,801,281.9,794,257.7,812,274.2
51,Special Ed.,2009,77,231.9,70,211.8,90,221.9
51,Not Special Ed.,2009,724,287.2,724,262.1,722,280.7
51,Fairfield,2010,835,278.7,829,258.9,845,265.1
51,Special Ed.,2010,85,235.2,79,217.8,99,214.1
51,Not Special Ed.,2010,750,283.7,750,263.3,746,271.9
51,Fairfield,2011,740,282.6,737,261.2,748,273.8
51,Special Ed.,2011,67,238.2,63,222.4,75,224.6
51,Not Special Ed.,2011,673,287,674,264.8,673,279.3
51,Fairfield,2012,795,288.9,792,262.5,805,272.6
51,Special Ed.,2012,67,249.3,65,229.4,79,233
51,Not Special Ed.,2012,728,292.6,727,265.4,726,276.9
51,Fairfield,2013,715,283.7,707,265.1,721,268.6
51,Special Ed.,2013,52,237.3,45,228.5,58,221.8
51,Not Special Ed.,2013,663,287.3,662,267.6,663,272.7
52,Farmington,2006,321,276.9,321,261.7,322,274.5
52,Special Ed.,2006,29,232,29,218.1,29,221.2
52,Not Special Ed.,2006,292,281.3,292,266,293,279.8
52,Farmington,2007,323,278.5,323,259.5,321,276.9
52,Special Ed.,2007,28,230.6,28,227.3,28,237.3
52,Not Special Ed.,2007,295,283.1,295,262.5,293,280.7
52,Farmington,2008,293,284.1,292,261.4,291,285.2
52,Special Ed.,2008,36,221.6,35,212,34,228.2
52,Not Special Ed.,2008,257,292.9,257,268.1,257,292.7
52,Farmington,2009,263,289.6,265,265.3,265,286.4
52,Special Ed.,2009,25,242,27,228.5,28,228.1
52,Not Special Ed.,2009,238,294.6,238,269.5,237,293.3
52,Farmington,2010,270,283.1,269,264.2,275,276.9
52,Special Ed.,2010,21,229.4,20,225.2,26,225.7
52,Not Special Ed.,2010,249,287.7,249,267.4,249,282.2
52,Farmington,2011,285,287.8,283,266.4,284,291.5
52,Special Ed.,2011,25,238.6,23,219.1,24,245.4
52,Not Special Ed.,2011,260,292.5,260,270.6,260,295.7
52,Farmington,2012,311,291.5,311,270,315,290.2
52,Special Ed.,2012,26,264.3,26,249,30,256.3
52,Not Special Ed.,2012,285,294,285,271.9,285,293.8
52,Farmington,2013,311,275,312,261.8,316,275.3
52,Special Ed.,2013,22,228.2,23,225.2,27,226.4
52,Not Special Ed.,2013,289,278.5,289,264.8,289,279.8
53,Franklin,2006,20,280.8,20,256.2,20,272
53,Special Ed.,2006,-,-,-,-,-,-
53,Not Special Ed.,2006,-,-,-,-,-,-
53,Franklin,2007,20,257.4,20,244.2,-,-
53,Special Ed.,2007,-,-,-,-,-,-
53,Not Special Ed.,2007,-,-,-,-,-,-
53,Franklin,2008,23,267.9,23,264.1,23,280.6
53,Special Ed.,2008,-,-,-,-,-,-
53,Not Special Ed.,2008,-,-,-,-,-,-
53,Franklin,2009,30,272.3,30,251.5,30,281.7
53,Special Ed.,2009,-,-,-,-,-,-
53,Not Special Ed.,2009,29,273.2,29,253.4,29,282.8
53,Franklin,2010,24,277.3,23,259.1,24,278.4
53,Special Ed.,2010,-,-,-,-,-,-
53,Not Special Ed.,2010,21,285.6,21,261.1,21,285
53,Franklin,2011,-,-,-,-,-,-
53,Special Ed.,2011,-,-,-,-,-,-
53,Not Special Ed.,2011,-,-,-,-,-,-
53,Franklin,2012,-,-,-,-,-,-
53,Special Ed.,2012,-,-,-,-,-,-
53,Not Special Ed.,2012,-,-,-,-,-,-
53,Franklin,2013,-,-,-,-,-,-
53,Special Ed.,2013,-,-,-,-,-,-
53,Not Special Ed.,2013,-,-,-,-,-,-
54,Glastonbury,2006,535,275.1,534,257.9,533,268.9
54,Special Ed.,2006,54,233.9,54,215.5,53,215.5
54,Not Special Ed.,2006,481,279.7,480,262.7,480,274.8
54,Glastonbury,2007,528,275,525,254.2,524,267.6
54,Special Ed.,2007,58,228.4,57,210.6,55,220.3
54,Not Special Ed.,2007,470,280.7,468,259.6,469,273.2
54,Glastonbury,2008,489,274.4,489,257.9,487,270.4
54,Special Ed.,2008,40,232.7,40,213,40,226.5
54,Not Special Ed.,2008,449,278.2,449,261.9,447,274.3
54,Glastonbury,2009,493,274.6,481,257.1,505,261.9
54,Special Ed.,2009,41,218.5,29,211.1,54,207.6
54,Not Special Ed.,2009,452,279.6,452,260.1,451,268.4
54,Glastonbury,2010,525,277.4,523,259.1,527,268.6
54,Special Ed.,2010,40,243.6,38,219.4,43,225.1
54,Not Special Ed.,2010,485,280.2,485,262.2,484,272.4
54,Glastonbury,2011,512,280.1,509,259.4,522,274.9
54,Special Ed.,2011,30,247.9,27,228.3,41,223.6
54,Not Special Ed.,2011,482,282.1,482,261.2,481,279.2
54,Glastonbury,2012,488,278.8,487,262.5,503,272.8
54,Special Ed.,2012,26,238.6,25,218.4,41,210.3
54,Not Special Ed.,2012,462,281,462,264.8,462,278.4
54,Glastonbury,2013,450,279.2,446,262.1,449,267.8
54,Special Ed.,2013,26,242.8,22,234.5,28,220.7
54,Not Special Ed.,2013,424,281.4,424,263.5,421,271
56,Granby,2006,158,284.6,158,260.5,157,276.2
56,Special Ed.,2006,-,-,-,-,-,-
56,Not Special Ed.,2006,145,288.5,145,263.4,144,279.5
56,Granby,2007,190,277.1,190,260.5,190,273.6
56,Special Ed.,2007,25,247.6,25,232.6,25,236.1
56,Not Special Ed.,2007,165,281.6,165,264.7,165,279.3
56,Granby,2008,157,280.2,157,259,157,276
56,Special Ed.,2008,21,250.3,21,227.6,21,249.5
56,Not Special Ed.,2008,136,284.8,136,263.8,136,280.1
56,Granby,2009,163,289,162,266.5,167,280.4
56,Special Ed.,2009,-,-,-,-,-,-
56,Not Special Ed.,2009,159,289.9,159,267,159,283.5
56,Granby,2010,170,282,171,258.4,172,269.6
56,Special Ed.,2010,-,-,-,-,-,-
56,Not Special Ed.,2010,158,284.6,158,260.8,158,273.2
56,Granby,2011,164,272.6,162,261.1,167,271.9
56,Special Ed.,2011,-,-,-,-,-,-
56,Not Special Ed.,2011,150,274.1,150,261.2,150,276.5
56,Granby,2012,150,283.7,148,269.1,150,269.3
56,Special Ed.,2012,-,-,-,-,-,-
56,Not Special Ed.,2012,138,288.4,137,272.5,138,274.1
56,Granby,2013,146,282.8,146,263.9,148,279.5
56,Special Ed.,2013,-,-,-,-,-,-
56,Not Special Ed.,2013,134,286.6,134,268,133,285.1
57,Greenwich,2006,659,269.3,657,257.3,651,271.8
57,Special Ed.,2006,65,233.1,65,214.6,63,229.3
57,Not Special Ed.,2006,594,273.3,592,262,588,276.4
57,Greenwich,2007,692,272.6,689,254.7,684,269.2
57,Special Ed.,2007,83,213.8,80,198.6,79,217
57,Not Special Ed.,2007,609,280.6,609,262.1,605,276
57,Greenwich,2008,674,269.1,676,255.5,665,269.3
57,Special Ed.,2008,70,215.6,71,201,69,214.7
57,Not Special Ed.,2008,604,275.3,605,261.9,596,275.6
57,Greenwich,2009,634,274.3,625,258.5,643,280.6
57,Special Ed.,2009,46,225.3,41,213.8,60,226
57,Not Special Ed.,2009,588,278.1,584,261.7,583,286.2
57,Greenwich,2010,708,273.2,703,256.7,714,276.3
57,Special Ed.,2010,46,231.8,41,210.5,53,223
57,Not Special Ed.,2010,662,276.1,662,259.6,661,280.6
57,Greenwich,2011,668,275.2,666,254.5,676,268.3
57,Special Ed.,2011,36,223.6,33,203.2,46,208.8
57,Not Special Ed.,2011,632,278.1,633,257.2,630,272.6
57,Greenwich,2012,656,285.4,647,266.3,668,276.4
57,Special Ed.,2012,41,241.3,33,213.9,52,214.9
57,Not Special Ed.,2012,615,288.3,614,269.1,616,281.6
57,Greenwich,2013,654,276.1,639,262.1,665,270.4
57,Special Ed.,2013,38,244.8,26,224.4,52,219.9
57,Not Special Ed.,2013,616,278.1,613,263.7,613,274.7
58,Griswold,2006,122,257.2,121,242.6,121,251.6
58,Special Ed.,2006,-,-,-,-,-,-
58,Not Special Ed.,2006,109,262.5,109,247.1,109,258
58,Griswold,2007,138,244,138,229.7,138,236.8
58,Special Ed.,2007,-,-,-,-,-,-
58,Not Special Ed.,2007,121,249.8,121,236.2,121,241.7
58,Griswold,2008,137,243.7,137,229.8,137,243.6
58,Special Ed.,2008,-,-,-,-,-,-
58,Not Special Ed.,2008,122,248.2,122,236.7,122,250.2
58,Griswold,2009,142,239,141,227.5,152,242.3
58,Special Ed.,2009,-,-,-,-,-,-
58,Not Special Ed.,2009,138,238.4,138,228,138,245.9
58,Griswold,2010,139,243.5,136,231,144,244.1
58,Special Ed.,2010,-,-,-,-,-,-
58,Not Special Ed.,2010,129,245.5,129,232.5,128,248.1
58,Griswold,2011,127,243.7,125,238.6,135,246.6
58,Special Ed.,2011,-,-,-,-,-,-
58,Not Special Ed.,2011,121,244.8,121,239.4,121,252.5
58,Griswold,2012,131,236.5,124,236.3,135,239.8
58,Special Ed.,2012,-,-,-,-,20,203.2
58,Not Special Ed.,2012,115,241.8,115,239.5,115,246.1
58,Griswold,2013,112,245,112,238,121,252
58,Special Ed.,2013,-,-,-,-,-,-
58,Not Special Ed.,2013,108,245,108,239.3,108,259
59,Groton,2006,361,254.6,359,240.2,352,252.7
59,Special Ed.,2006,50,213,49,184.5,47,196.7
59,Not Special Ed.,2006,311,261.2,310,249,305,261.4
59,Groton,2007,373,253.2,372,237.3,367,249.2
59,Special Ed.,2007,57,213.2,57,193.2,51,208.5
59,Not Special Ed.,2007,316,260.4,315,245.2,316,255.8
59,Groton,2008,392,243.2,393,233.5,386,243.4
59,Special Ed.,2008,44,177.9,44,169.4,41,182
59,Not Special Ed.,2008,348,251.4,349,241.6,345,250.7
59,Groton,2009,382,246.1,382,234,387,245
59,Special Ed.,2009,46,204.3,46,197.4,51,205.3
59,Not Special Ed.,2009,336,251.8,336,239,336,251
59,Groton,2010,377,253.7,376,238.1,380,245.6
59,Special Ed.,2010,39,231.1,37,205.2,44,206.2
59,Not Special Ed.,2010,338,256.3,339,241.7,336,250.7
59,Groton,2011,332,258.7,330,241,338,248.6
59,Special Ed.,2011,33,241.2,31,204,43,205.5
59,Not Special Ed.,2011,299,260.7,299,244.9,295,254.9
59,Groton,2012,366,252.8,363,239.2,375,248.8
59,Special Ed.,2012,30,232.5,27,218.3,42,200
59,Not Special Ed.,2012,336,254.6,336,240.8,333,255
59,Groton,2013,346,255.2,345,240.5,351,245.5
59,Special Ed.,2013,34,224.9,32,209.9,42,208
59,Not Special Ed.,2013,312,258.5,313,243.7,309,250.6
60,Guilford,2006,284,281.4,284,255.3,280,265.1
60,Special Ed.,2006,20,221.8,20,202.2,-,-
60,Not Special Ed.,2006,264,286,264,259.3,262,267.9
60,Guilford,2007,267,278,266,254.8,267,264.7
60,Special Ed.,2007,33,233,32,217.5,33,223.8
60,Not Special Ed.,2007,234,284.3,234,260,234,270.5
60,Guilford,2008,280,276.8,280,254.5,280,274.6
60,Special Ed.,2008,28,224.8,28,208.5,28,215
60,Not Special Ed.,2008,252,282.6,252,259.6,252,281.2
60,Guilford,2009,298,280.9,293,255.1,307,262.6
60,Special Ed.,2009,25,235.4,20,216,34,211.3
60,Not Special Ed.,2009,273,285,273,258,273,269
60,Guilford,2010,271,289.3,270,256.2,272,270.4
60,Special Ed.,2010,22,231.1,21,204,24,209.1
60,Not Special Ed.,2010,249,294.4,249,260.6,248,276.3
60,Guilford,2011,285,285.8,285,260,285,267.7
60,Special Ed.,2011,21,225.4,21,204.3,21,203.5
60,Not Special Ed.,2011,264,290.6,264,264.4,264,272.8
60,Guilford,2012,273,284.8,271,264.5,274,276.2
60,Special Ed.,2012,-,-,-,-,-,-
60,Not Special Ed.,2012,256,288.1,256,265.9,256,279.9
60,Guilford,2013,252,282,251,263.6,252,266
60,Special Ed.,2013,22,233,21,228.1,22,209.3
60,Not Special Ed.,2013,230,286.6,230,266.9,230,271.4
62,Hamden,2006,417,230.4,413,227.3,408,239.7
62,Special Ed.,2006,55,190,53,185.6,52,199.9
62,Not Special Ed.,2006,362,236.6,360,233.5,356,245.5
62,Hamden,2007,456,232.3,453,225.6,445,239.3
62,Special Ed.,2007,46,174.5,44,178,41,190.6
62,Not Special Ed.,2007,410,238.8,409,230.7,404,244.2
62,Hamden,2008,434,247.6,434,230.8,432,244.1
62,Special Ed.,2008,49,203.8,50,186.1,48,200.2
62,Not Special Ed.,2008,385,253.2,384,236.6,384,249.6
62,Hamden,2009,410,244.2,408,227.9,428,234.1
62,Special Ed.,2009,25,201.8,23,189.6,43,183.4
62,Not Special Ed.,2009,385,246.9,385,230.2,385,239.8
62,Hamden,2010,364,255.2,358,233.6,372,241.8
62,Special Ed.,2010,-,-,-,-,32,182.2
62,Not Special Ed.,2010,346,257.7,345,236,340,247.4
62,Hamden,2011,386,255.1,378,237.9,399,246.2
62,Special Ed.,2011,26,225.8,21,211.5,42,198.6
62,Not Special Ed.,2011,360,257.2,357,239.5,357,251.8
62,Hamden,2012,371,260.5,369,240.3,389,245.3
62,Special Ed.,2012,29,222.3,27,203.4,48,197.3
62,Not Special Ed.,2012,342,263.7,342,243.2,341,252
62,Hamden,2013,388,249.3,384,237,406,241
62,Special Ed.,2013,-,-,-,-,35,183.6
62,Not Special Ed.,2013,371,251.4,370,238.9,371,246.4
63,Hampton,2006,24,229.7,24,234.3,24,255.5
63,Special Ed.,2006,-,-,-,-,-,-
63,Not Special Ed.,2006,-,-,-,-,-,-
63,Hampton,2007,-,-,-,-,-,-
63,Not Special Ed.,2007,-,-,-,-,-,-
63,Hampton,2008,-,-,-,-,-,-
63,Special Ed.,2008,-,-,-,-,-,-
63,Not Special Ed.,2008,-,-,-,-,-,-
63,Hampton,2009,23,242.2,23,226.1,23,243
63,Special Ed.,2009,-,-,-,-,-,-
63,Not Special Ed.,2009,21,244.1,21,228.9,21,247.5
63,Hampton,2010,-,-,-,-,-,-
63,Special Ed.,2010,-,-,NA,NA,-,-
63,Not Special Ed.,2010,-,-,-,-,-,-
63,Hampton,2011,20,211.8,20,212.5,20,232.4
63,Special Ed.,2011,-,-,-,-,-,-
63,Not Special Ed.,2011,-,-,-,-,-,-
63,Hampton,2012,-,-,-,-,-,-
63,Special Ed.,2012,-,-,-,-,-,-
63,Not Special Ed.,2012,-,-,-,-,-,-
63,Hampton,2013,-,-,-,-,-,-
63,Not Special Ed.,2013,-,-,-,-,-,-
64,Hartford,2006,1667,205.6,1649,198.6,1606,216.4
64,Special Ed.,2006,232,168.1,225,164.4,207,177.9
64,Not Special Ed.,2006,1435,211.6,1424,204,1399,222.1
64,Hartford,2007,1711,207.5,1697,198.8,1667,219.5
64,Special Ed.,2007,187,165,174,163.8,160,178.1
64,Not Special Ed.,2007,1524,212.7,1523,202.8,1507,223.9
64,Hartford,2008,1618,207.1,1607,201,1581,223.4
64,Special Ed.,2008,176,160.3,168,158,156,174.9
64,Not Special Ed.,2008,1442,212.8,1439,206.1,1425,228.8
64,Hartford,2009,1461,215.5,1444,206.3,1525,226.5
64,Special Ed.,2009,94,192.7,78,177.1,159,184.3
64,Not Special Ed.,2009,1367,217.1,1366,208,1366,231.5
64,Hartford,2010,1413,220.9,1403,211.3,1517,226.9
64,Special Ed.,2010,81,202.4,70,188.6,188,186.1
64,Not Special Ed.,2010,1332,222,1333,212.5,1329,232.7
64,Hartford,2011,1349,221.6,1331,216.9,1437,227.2
64,Special Ed.,2011,65,203.3,45,203.2,166,189.4
64,Not Special Ed.,2011,1284,222.5,1286,217.3,1271,232.2
64,Hartford,2012,1354,221.5,1336,218.5,1461,228.2
64,Special Ed.,2012,62,201.3,47,195.9,183,181.9
64,Not Special Ed.,2012,1292,222.5,1289,219.3,1278,234.8
64,Hartford,2013,1293,221.7,1277,220.1,1384,229.9
64,Special Ed.,2013,52,211.1,40,202.2,162,187.8
64,Not Special Ed.,2013,1241,222.2,1237,220.7,1222,235.4
65,Hartland,2006,21,268.9,20,272.4,20,280.9
65,Not Special Ed.,2006,21,268.9,20,272.4,20,280.9
65,Hartland,2007,23,270.9,23,262.1,23,261.1
65,Special Ed.,2007,-,-,-,-,-,-
65,Not Special Ed.,2007,-,-,-,-,-,-
65,Hartland,2008,28,278,28,258.7,28,282
65,Special Ed.,2008,-,-,-,-,-,-
65,Not Special Ed.,2008,24,280.8,24,263.9,24,286.4
65,Hartland,2009,-,-,-,-,-,-
65,Special Ed.,2009,-,-,-,-,-,-
65,Not Special Ed.,2009,-,-,-,-,-,-
65,Hartland,2010,21,292.7,20,269.5,21,275.2
65,Special Ed.,2010,-,-,NA,NA,-,-
65,Not Special Ed.,2010,20,296.7,20,269.5,20,279.5
65,Hartland,2011,20,277.8,20,242.3,21,243.2
65,Special Ed.,2011,-,-,-,-,-,-
65,Not Special Ed.,2011,-,-,-,-,-,-
65,Hartland,2012,25,268.8,25,235.2,27,236.4
65,Special Ed.,2012,NA,NA,NA,NA,-,-
65,Not Special Ed.,2012,25,268.8,25,235.2,25,242.1
65,Hartland,2013,29,254.8,27,243,31,254.8
65,Special Ed.,2013,-,-,-,-,-,-
65,Not Special Ed.,2013,25,259.4,25,245,25,268
67,Hebron,2006,173,271.8,175,254.8,174,274.2
67,Special Ed.,2006,-,-,-,-,-,-
67,Not Special Ed.,2006,162,275.5,165,258.9,164,278.2
67,Hebron,2007,160,282.2,160,259.2,158,274.7
67,Special Ed.,2007,-,-,-,-,-,-
67,Not Special Ed.,2007,143,290,143,266.4,143,282.3
67,Hebron,2008,164,280.5,164,252.3,161,269.4
67,Special Ed.,2008,21,230.7,21,197,-,-
67,Not Special Ed.,2008,143,287.9,143,260.4,142,277.4
67,Hebron,2009,171,282.5,173,262.2,173,278.4
67,Special Ed.,2009,-,-,-,-,-,-
67,Not Special Ed.,2009,160,285.7,160,266.7,159,282.5
67,Hebron,2010,144,279.4,143,261.4,146,270.6
67,Special Ed.,2010,-,-,-,-,-,-
67,Not Special Ed.,2010,133,283.2,133,264.6,133,277.7
67,Hebron,2011,162,275.3,160,262.9,162,267.1
67,Special Ed.,2011,-,-,-,-,-,-
67,Not Special Ed.,2011,148,279.8,148,265.2,148,270.1
67,Hebron,2012,154,277.3,149,263.5,154,276.2
67,Special Ed.,2012,-,-,-,-,-,-
67,Not Special Ed.,2012,140,279.9,139,266.3,139,280.5
67,Hebron,2013,121,271,120,258.3,119,267.6
67,Special Ed.,2013,-,-,-,-,-,-
67,Not Special Ed.,2013,111,274.6,111,262.6,110,272.5
68,Kent,2006,27,256.6,27,243.2,27,238.6
68,Special Ed.,2006,-,-,-,-,-,-
68,Not Special Ed.,2006,21,272.4,21,256.3,21,251.3
68,Kent,2007,22,276,22,265,22,268.4
68,Not Special Ed.,2007,22,276,22,265,22,268.4
68,Kent,2008,28,263,28,265.4,28,274.9
68,Special Ed.,2008,-,-,-,-,-,-
68,Not Special Ed.,2008,22,270.9,22,276.1,22,286.1
68,Kent,2009,29,270.6,29,251.7,29,270
68,Special Ed.,2009,-,-,-,-,-,-
68,Not Special Ed.,2009,21,290.8,21,270,21,288
68,Kent,2010,32,245.7,32,245.3,32,265.5
68,Special Ed.,2010,-,-,-,-,-,-
68,Not Special Ed.,2010,26,251,26,246.8,26,267.7
68,Kent,2011,25,282,26,264.1,27,272.7
68,Special Ed.,2011,-,-,-,-,-,-
68,Not Special Ed.,2011,24,287.8,24,267.3,24,278.6
68,Kent,2012,34,265.9,35,258.1,36,262.4
68,Special Ed.,2012,-,-,-,-,-,-
68,Not Special Ed.,2012,33,268.7,33,261.2,33,263.8
68,Kent,2013,37,272.1,37,258.8,37,258.8
68,Special Ed.,2013,-,-,-,-,-,-
68,Not Special Ed.,2013,35,274.4,35,262.4,35,262.2
69,Killingly,2006,177,248.4,177,234.4,177,247.5
69,Special Ed.,2006,-,-,-,-,-,-
69,Not Special Ed.,2006,158,252.1,158,240,158,253.3
69,Killingly,2007,198,246.6,198,233.1,196,248.3
69,Special Ed.,2007,22,197.7,22,191.5,20,206.4
69,Not Special Ed.,2007,176,252.7,176,238.3,176,253.1
69,Killingly,2008,191,234.2,191,231.9,190,245.9
69,Special Ed.,2008,26,186.5,26,183.8,26,197.9
69,Not Special Ed.,2008,165,241.8,165,239.4,164,253.5
69,Killingly,2009,210,239.9,210,231.5,217,242.4
69,Special Ed.,2009,25,202.9,25,199.4,32,200.2
69,Not Special Ed.,2009,185,244.9,185,235.8,185,249.7
69,Killingly,2010,196,240.3,195,236.4,197,237.5
69,Special Ed.,2010,21,203.7,20,185.9,22,188.7
69,Not Special Ed.,2010,175,244.7,175,242.2,175,243.6
69,Killingly,2011,185,249,182,241.9,185,249.7
69,Special Ed.,2011,20,207.1,-,-,20,199
69,Not Special Ed.,2011,165,254.1,165,246.5,165,255.8
69,Killingly,2012,191,251.3,186,240.6,192,244.1
69,Special Ed.,2012,22,192.1,-,-,23,185.2
69,Not Special Ed.,2012,169,259,169,246.3,169,252.1
69,Killingly,2013,174,240.7,167,238.8,175,236.1
69,Special Ed.,2013,25,185.4,-,-,26,176.3
69,Not Special Ed.,2013,149,249.9,149,244.8,149,246.5
71,Lebanon,2006,97,249.3,97,246.2,95,256.9
71,Special Ed.,2006,-,-,-,-,-,-
71,Not Special Ed.,2006,90,251.7,90,250,90,259.9
71,Lebanon,2007,92,249.3,92,241.1,91,255.3
71,Special Ed.,2007,-,-,-,-,-,-
71,Not Special Ed.,2007,85,255.1,85,245.4,84,259.3
71,Lebanon,2008,97,259.3,97,242.3,95,260.5
71,Special Ed.,2008,-,-,-,-,-,-
71,Not Special Ed.,2008,89,262.3,89,246.7,88,264.8
71,Lebanon,2009,92,253.7,91,233.6,91,249.6
71,Special Ed.,2009,-,-,-,-,-,-
71,Not Special Ed.,2009,79,262.5,79,241.5,78,257.2
71,Lebanon,2010,94,257.3,94,235.3,94,242.5
71,Special Ed.,2010,-,-,-,-,-,-
71,Not Special Ed.,2010,81,263.8,81,242.9,81,249.2
71,Lebanon,2011,87,259.4,87,234.6,87,247.2
71,Special Ed.,2011,-,-,-,-,-,-
71,Not Special Ed.,2011,78,264.1,78,240,78,254
71,Lebanon,2012,85,265.3,85,241.9,86,256.5
71,Special Ed.,2012,-,-,-,-,-,-
71,Not Special Ed.,2012,70,270.8,70,247.7,70,264.3
71,Lebanon,2013,79,266.1,78,247.5,79,260.7
71,Special Ed.,2013,-,-,-,-,-,-
71,Not Special Ed.,2013,69,268.5,69,250.4,69,265.1
72,Ledyard,2006,220,251.5,219,232.1,214,252.6
72,Special Ed.,2006,22,208.1,22,181.1,-,-
72,Not Special Ed.,2006,198,256.4,197,237.7,196,257.9
72,Ledyard,2007,203,248.4,203,242.3,202,257.7
72,Special Ed.,2007,-,-,-,-,-,-
72,Not Special Ed.,2007,185,254.9,185,248.4,184,264.4
72,Ledyard,2008,175,268.2,175,244.3,173,260.4
72,Special Ed.,2008,-,-,-,-,-,-
72,Not Special Ed.,2008,159,274.1,159,251.3,158,266.4
72,Ledyard,2009,153,271.9,150,252.1,158,260.7
72,Special Ed.,2009,-,-,-,-,-,-
72,Not Special Ed.,2009,142,275,142,253.9,143,265.4
72,Ledyard,2010,164,278.2,162,253.1,159,263.1
72,Special Ed.,2010,-,-,-,-,-,-
72,Not Special Ed.,2010,157,280.2,156,254.4,152,265.5
72,Ledyard,2011,164,274.1,162,253.1,167,254.9
72,Special Ed.,2011,-,-,-,-,-,-
72,Not Special Ed.,2011,150,277.2,150,255,150,258.5
72,Ledyard,2012,166,270.5,161,249.8,168,259.7
72,Special Ed.,2012,-,-,-,-,-,-
72,Not Special Ed.,2012,155,274.4,154,251.3,154,264.1
