Dist. ID,Category,Status,District,Year,Total Reading,Total Reading Average Scale Score
48,Free / Reduced Price Lunch,F/R Meals,Ellington,2011,-,-
48,Free / Reduced Price Lunch,Full Price,Ellington,2011,184,253.2
48,Free / Reduced Price Lunch,F/R Meals,Ellington,2012,33,230.8
48,Free / Reduced Price Lunch,Full Price,Ellington,2012,165,262.2
48,Free / Reduced Price Lunch,F/R Meals,Ellington,2013,-,-
48,Free / Reduced Price Lunch,Full Price,Ellington,2013,192,259.7
49,Free / Reduced Price Lunch,F/R Meals,Enfield,2006,105,221.1
49,Free / Reduced Price Lunch,Full Price,Enfield,2006,319,244.7
49,Free / Reduced Price Lunch,F/R Meals,Enfield,2007,115,224.3
49,Free / Reduced Price Lunch,Full Price,Enfield,2007,336,243.2
49,Free / Reduced Price Lunch,F/R Meals,Enfield,2008,125,217.9
49,Free / Reduced Price Lunch,Full Price,Enfield,2008,321,234.9
49,Free / Reduced Price Lunch,F/R Meals,Enfield,2009,139,226.3
49,Free / Reduced Price Lunch,Full Price,Enfield,2009,299,244.9
49,Free / Reduced Price Lunch,F/R Meals,Enfield,2010,126,228.2
49,Free / Reduced Price Lunch,Full Price,Enfield,2010,281,245.7
49,Free / Reduced Price Lunch,F/R Meals,Enfield,2011,138,230.1
49,Free / Reduced Price Lunch,Full Price,Enfield,2011,281,249.6
49,Free / Reduced Price Lunch,F/R Meals,Enfield,2012,136,233
49,Free / Reduced Price Lunch,Full Price,Enfield,2012,250,253.6
49,Free / Reduced Price Lunch,F/R Meals,Enfield,2013,135,233.5
49,Free / Reduced Price Lunch,Full Price,Enfield,2013,217,255.1
50,Free / Reduced Price Lunch,F/R Meals,Essex,2006,-,-
50,Free / Reduced Price Lunch,Full Price,Essex,2006,89,258.2
50,Free / Reduced Price Lunch,F/R Meals,Essex,2007,-,-
50,Free / Reduced Price Lunch,Full Price,Essex,2007,62,263.2
50,Free / Reduced Price Lunch,F/R Meals,Essex,2008,-,-
50,Free / Reduced Price Lunch,Full Price,Essex,2008,74,259.3
50,Free / Reduced Price Lunch,F/R Meals,Essex,2009,-,-
50,Free / Reduced Price Lunch,Full Price,Essex,2009,92,264.2
50,Free / Reduced Price Lunch,F/R Meals,Essex,2010,-,-
50,Free / Reduced Price Lunch,Full Price,Essex,2010,66,261.7
50,Free / Reduced Price Lunch,F/R Meals,Essex,2011,-,-
50,Free / Reduced Price Lunch,Full Price,Essex,2011,61,258.4
50,Free / Reduced Price Lunch,F/R Meals,Essex,2012,-,-
50,Free / Reduced Price Lunch,Full Price,Essex,2012,66,259.8
50,Free / Reduced Price Lunch,F/R Meals,Essex,2013,-,-
50,Free / Reduced Price Lunch,Full Price,Essex,2013,75,265.6
51,Free / Reduced Price Lunch,F/R Meals,Fairfield,2006,34,222.6
51,Free / Reduced Price Lunch,Full Price,Fairfield,2006,683,260.4
51,Free / Reduced Price Lunch,F/R Meals,Fairfield,2007,49,219.2
51,Free / Reduced Price Lunch,Full Price,Fairfield,2007,755,252.7
51,Free / Reduced Price Lunch,F/R Meals,Fairfield,2008,49,224.6
51,Free / Reduced Price Lunch,Full Price,Fairfield,2008,766,263
51,Free / Reduced Price Lunch,F/R Meals,Fairfield,2009,53,231.5
51,Free / Reduced Price Lunch,Full Price,Fairfield,2009,741,259.6
51,Free / Reduced Price Lunch,F/R Meals,Fairfield,2010,70,224.2
51,Free / Reduced Price Lunch,Full Price,Fairfield,2010,759,262.2
51,Free / Reduced Price Lunch,F/R Meals,Fairfield,2011,53,231.3
51,Free / Reduced Price Lunch,Full Price,Fairfield,2011,684,263.5
51,Free / Reduced Price Lunch,F/R Meals,Fairfield,2012,56,223.2
51,Free / Reduced Price Lunch,Full Price,Fairfield,2012,736,265.4
51,Free / Reduced Price Lunch,F/R Meals,Fairfield,2013,55,235.7
51,Free / Reduced Price Lunch,Full Price,Fairfield,2013,652,267.6
52,Free / Reduced Price Lunch,F/R Meals,Farmington,2006,-,-
52,Free / Reduced Price Lunch,Full Price,Farmington,2006,302,263.6
52,Free / Reduced Price Lunch,F/R Meals,Farmington,2007,27,233.8
52,Free / Reduced Price Lunch,Full Price,Farmington,2007,296,261.8
52,Free / Reduced Price Lunch,F/R Meals,Farmington,2008,-,-
52,Free / Reduced Price Lunch,Full Price,Farmington,2008,274,262.6
52,Free / Reduced Price Lunch,F/R Meals,Farmington,2009,-,-
52,Free / Reduced Price Lunch,Full Price,Farmington,2009,256,266.4
52,Free / Reduced Price Lunch,F/R Meals,Farmington,2010,23,233.7
52,Free / Reduced Price Lunch,Full Price,Farmington,2010,246,267.1
52,Free / Reduced Price Lunch,F/R Meals,Farmington,2011,-,-
52,Free / Reduced Price Lunch,Full Price,Farmington,2011,266,269.3
52,Free / Reduced Price Lunch,F/R Meals,Farmington,2012,29,253.2
52,Free / Reduced Price Lunch,Full Price,Farmington,2012,282,271.7
52,Free / Reduced Price Lunch,F/R Meals,Farmington,2013,25,224.7
52,Free / Reduced Price Lunch,Full Price,Farmington,2013,287,265.1
53,Free / Reduced Price Lunch,F/R Meals,Franklin,2006,-,-
53,Free / Reduced Price Lunch,Full Price,Franklin,2006,-,-
53,Free / Reduced Price Lunch,F/R Meals,Franklin,2007,-,-
53,Free / Reduced Price Lunch,Full Price,Franklin,2007,-,-
53,Free / Reduced Price Lunch,F/R Meals,Franklin,2008,-,-
53,Free / Reduced Price Lunch,Full Price,Franklin,2008,20,268.3
53,Free / Reduced Price Lunch,F/R Meals,Franklin,2009,-,-
53,Free / Reduced Price Lunch,Full Price,Franklin,2009,27,258.2
53,Free / Reduced Price Lunch,F/R Meals,Franklin,2010,-,-
53,Free / Reduced Price Lunch,Full Price,Franklin,2010,-,-
53,Free / Reduced Price Lunch,F/R Meals,Franklin,2011,-,-
53,Free / Reduced Price Lunch,Full Price,Franklin,2011,-,-
53,Free / Reduced Price Lunch,F/R Meals,Franklin,2012,-,-
53,Free / Reduced Price Lunch,Full Price,Franklin,2012,-,-
53,Free / Reduced Price Lunch,F/R Meals,Franklin,2013,-,-
53,Free / Reduced Price Lunch,Full Price,Franklin,2013,-,-
54,Free / Reduced Price Lunch,F/R Meals,Glastonbury,2006,25,221.6
54,Free / Reduced Price Lunch,Full Price,Glastonbury,2006,509,259.7
54,Free / Reduced Price Lunch,F/R Meals,Glastonbury,2007,28,219.2
54,Free / Reduced Price Lunch,Full Price,Glastonbury,2007,497,256.2
54,Free / Reduced Price Lunch,F/R Meals,Glastonbury,2008,-,-
54,Free / Reduced Price Lunch,Full Price,Glastonbury,2008,471,258.6
54,Free / Reduced Price Lunch,F/R Meals,Glastonbury,2009,24,226.4
54,Free / Reduced Price Lunch,Full Price,Glastonbury,2009,457,258.8
54,Free / Reduced Price Lunch,F/R Meals,Glastonbury,2010,55,230.7
54,Free / Reduced Price Lunch,Full Price,Glastonbury,2010,468,262.5
54,Free / Reduced Price Lunch,F/R Meals,Glastonbury,2011,43,235.7
54,Free / Reduced Price Lunch,Full Price,Glastonbury,2011,466,261.6
54,Free / Reduced Price Lunch,F/R Meals,Glastonbury,2012,35,225.7
54,Free / Reduced Price Lunch,Full Price,Glastonbury,2012,452,265.3
54,Free / Reduced Price Lunch,F/R Meals,Glastonbury,2013,35,232.1
54,Free / Reduced Price Lunch,Full Price,Glastonbury,2013,411,264.7
56,Free / Reduced Price Lunch,F/R Meals,Granby,2006,-,-
56,Free / Reduced Price Lunch,Full Price,Granby,2006,156,260.8
56,Free / Reduced Price Lunch,F/R Meals,Granby,2007,-,-
56,Free / Reduced Price Lunch,Full Price,Granby,2007,185,261.5
56,Free / Reduced Price Lunch,F/R Meals,Granby,2008,-,-
56,Free / Reduced Price Lunch,Full Price,Granby,2008,148,260.5
56,Free / Reduced Price Lunch,F/R Meals,Granby,2009,-,-
56,Free / Reduced Price Lunch,Full Price,Granby,2009,148,269.4
56,Free / Reduced Price Lunch,F/R Meals,Granby,2010,-,-
56,Free / Reduced Price Lunch,Full Price,Granby,2010,161,259.2
56,Free / Reduced Price Lunch,F/R Meals,Granby,2011,-,-
56,Free / Reduced Price Lunch,Full Price,Granby,2011,147,263.1
56,Free / Reduced Price Lunch,F/R Meals,Granby,2012,20,237.2
56,Free / Reduced Price Lunch,Full Price,Granby,2012,128,274.1
56,Free / Reduced Price Lunch,F/R Meals,Granby,2013,-,-
56,Free / Reduced Price Lunch,Full Price,Granby,2013,135,266.5
57,Free / Reduced Price Lunch,F/R Meals,Greenwich,2006,49,218.8
57,Free / Reduced Price Lunch,Full Price,Greenwich,2006,608,260.4
57,Free / Reduced Price Lunch,F/R Meals,Greenwich,2007,62,219
57,Free / Reduced Price Lunch,Full Price,Greenwich,2007,627,258.3
57,Free / Reduced Price Lunch,F/R Meals,Greenwich,2008,45,221
57,Free / Reduced Price Lunch,Full Price,Greenwich,2008,631,257.9
57,Free / Reduced Price Lunch,F/R Meals,Greenwich,2009,48,223.5
57,Free / Reduced Price Lunch,Full Price,Greenwich,2009,577,261.4
57,Free / Reduced Price Lunch,F/R Meals,Greenwich,2010,84,228.7
57,Free / Reduced Price Lunch,Full Price,Greenwich,2010,619,260.5
57,Free / Reduced Price Lunch,F/R Meals,Greenwich,2011,82,227.8
57,Free / Reduced Price Lunch,Full Price,Greenwich,2011,584,258.3
57,Free / Reduced Price Lunch,F/R Meals,Greenwich,2012,85,235.3
57,Free / Reduced Price Lunch,Full Price,Greenwich,2012,562,271
57,Free / Reduced Price Lunch,F/R Meals,Greenwich,2013,92,231.7
57,Free / Reduced Price Lunch,Full Price,Greenwich,2013,547,267.2
58,Free / Reduced Price Lunch,F/R Meals,Griswold,2006,27,226.2
58,Free / Reduced Price Lunch,Full Price,Griswold,2006,94,247.4
58,Free / Reduced Price Lunch,F/R Meals,Griswold,2007,46,221.1
58,Free / Reduced Price Lunch,Full Price,Griswold,2007,92,233.9
58,Free / Reduced Price Lunch,F/R Meals,Griswold,2008,35,212.8
58,Free / Reduced Price Lunch,Full Price,Griswold,2008,102,235.6
58,Free / Reduced Price Lunch,F/R Meals,Griswold,2009,39,218.8
58,Free / Reduced Price Lunch,Full Price,Griswold,2009,102,230.8
58,Free / Reduced Price Lunch,F/R Meals,Griswold,2010,57,220.3
58,Free / Reduced Price Lunch,Full Price,Griswold,2010,79,238.7
58,Free / Reduced Price Lunch,F/R Meals,Griswold,2011,48,227
58,Free / Reduced Price Lunch,Full Price,Griswold,2011,77,245.8
58,Free / Reduced Price Lunch,F/R Meals,Griswold,2012,52,229.7
58,Free / Reduced Price Lunch,Full Price,Griswold,2012,72,241.1
58,Free / Reduced Price Lunch,F/R Meals,Griswold,2013,39,217.3
58,Free / Reduced Price Lunch,Full Price,Griswold,2013,73,249
59,Free / Reduced Price Lunch,F/R Meals,Groton,2006,123,226
59,Free / Reduced Price Lunch,Full Price,Groton,2006,236,247.5
59,Free / Reduced Price Lunch,F/R Meals,Groton,2007,141,222.5
59,Free / Reduced Price Lunch,Full Price,Groton,2007,231,246.3
59,Free / Reduced Price Lunch,F/R Meals,Groton,2008,150,217.3
59,Free / Reduced Price Lunch,Full Price,Groton,2008,243,243.5
59,Free / Reduced Price Lunch,F/R Meals,Groton,2009,147,218.5
59,Free / Reduced Price Lunch,Full Price,Groton,2009,235,243.7
59,Free / Reduced Price Lunch,F/R Meals,Groton,2010,160,218.9
59,Free / Reduced Price Lunch,Full Price,Groton,2010,216,252.3
59,Free / Reduced Price Lunch,F/R Meals,Groton,2011,121,222.3
59,Free / Reduced Price Lunch,Full Price,Groton,2011,209,251.9
59,Free / Reduced Price Lunch,F/R Meals,Groton,2012,145,222.2
59,Free / Reduced Price Lunch,Full Price,Groton,2012,218,250.4
59,Free / Reduced Price Lunch,F/R Meals,Groton,2013,145,227.9
59,Free / Reduced Price Lunch,Full Price,Groton,2013,200,249.7
60,Free / Reduced Price Lunch,F/R Meals,Guilford,2006,-,-
60,Free / Reduced Price Lunch,Full Price,Guilford,2006,268,257.3
60,Free / Reduced Price Lunch,F/R Meals,Guilford,2007,-,-
60,Free / Reduced Price Lunch,Full Price,Guilford,2007,249,256.3
60,Free / Reduced Price Lunch,F/R Meals,Guilford,2008,-,-
60,Free / Reduced Price Lunch,Full Price,Guilford,2008,268,256.2
60,Free / Reduced Price Lunch,F/R Meals,Guilford,2009,-,-
60,Free / Reduced Price Lunch,Full Price,Guilford,2009,276,256.4
60,Free / Reduced Price Lunch,F/R Meals,Guilford,2010,-,-
60,Free / Reduced Price Lunch,Full Price,Guilford,2010,257,257.3
60,Free / Reduced Price Lunch,F/R Meals,Guilford,2011,24,242.2
60,Free / Reduced Price Lunch,Full Price,Guilford,2011,261,261.6
60,Free / Reduced Price Lunch,F/R Meals,Guilford,2012,-,-
60,Free / Reduced Price Lunch,Full Price,Guilford,2012,253,267.2
60,Free / Reduced Price Lunch,F/R Meals,Guilford,2013,-,-
60,Free / Reduced Price Lunch,Full Price,Guilford,2013,233,264.2
62,Free / Reduced Price Lunch,F/R Meals,Hamden,2006,140,208.9
62,Free / Reduced Price Lunch,Full Price,Hamden,2006,273,236.8
62,Free / Reduced Price Lunch,F/R Meals,Hamden,2007,155,205.6
62,Free / Reduced Price Lunch,Full Price,Hamden,2007,298,236
62,Free / Reduced Price Lunch,F/R Meals,Hamden,2008,151,211.3
62,Free / Reduced Price Lunch,Full Price,Hamden,2008,283,241.1
62,Free / Reduced Price Lunch,F/R Meals,Hamden,2009,147,205.9
62,Free / Reduced Price Lunch,Full Price,Hamden,2009,261,240.3
62,Free / Reduced Price Lunch,F/R Meals,Hamden,2010,129,208.1
62,Free / Reduced Price Lunch,Full Price,Hamden,2010,229,248
62,Free / Reduced Price Lunch,F/R Meals,Hamden,2011,157,215.5
62,Free / Reduced Price Lunch,Full Price,Hamden,2011,221,253.9
62,Free / Reduced Price Lunch,F/R Meals,Hamden,2012,129,219.1
62,Free / Reduced Price Lunch,Full Price,Hamden,2012,240,251.7
62,Free / Reduced Price Lunch,F/R Meals,Hamden,2013,144,217.1
62,Free / Reduced Price Lunch,Full Price,Hamden,2013,240,249
63,Free / Reduced Price Lunch,F/R Meals,Hampton,2006,-,-
63,Free / Reduced Price Lunch,Full Price,Hampton,2006,21,234.1
63,Free / Reduced Price Lunch,F/R Meals,Hampton,2007,-,-
63,Free / Reduced Price Lunch,Full Price,Hampton,2007,-,-
63,Free / Reduced Price Lunch,F/R Meals,Hampton,2008,-,-
63,Free / Reduced Price Lunch,Full Price,Hampton,2008,-,-
63,Free / Reduced Price Lunch,F/R Meals,Hampton,2009,-,-
63,Free / Reduced Price Lunch,Full Price,Hampton,2009,21,227.4
63,Free / Reduced Price Lunch,F/R Meals,Hampton,2010,-,-
63,Free / Reduced Price Lunch,Full Price,Hampton,2010,-,-
63,Free / Reduced Price Lunch,F/R Meals,Hampton,2011,-,-
63,Free / Reduced Price Lunch,Full Price,Hampton,2011,-,-
63,Free / Reduced Price Lunch,F/R Meals,Hampton,2012,-,-
63,Free / Reduced Price Lunch,Full Price,Hampton,2012,-,-
63,Free / Reduced Price Lunch,F/R Meals,Hampton,2013,-,-
63,Free / Reduced Price Lunch,Full Price,Hampton,2013,-,-
64,Free / Reduced Price Lunch,F/R Meals,Hartford,2006,1378,197.1
64,Free / Reduced Price Lunch,Full Price,Hartford,2006,271,206.3
64,Free / Reduced Price Lunch,F/R Meals,Hartford,2007,1390,197.5
64,Free / Reduced Price Lunch,Full Price,Hartford,2007,307,205
64,Free / Reduced Price Lunch,F/R Meals,Hartford,2008,1601,201
64,Free / Reduced Price Lunch,Full Price,Hartford,2008,-,-
64,Free / Reduced Price Lunch,F/R Meals,Hartford,2009,1409,206.1
64,Free / Reduced Price Lunch,Full Price,Hartford,2009,35,216.7
64,Free / Reduced Price Lunch,F/R Meals,Hartford,2010,1361,210.3
64,Free / Reduced Price Lunch,Full Price,Hartford,2010,42,246
64,Free / Reduced Price Lunch,F/R Meals,Hartford,2011,1294,215.7
64,Free / Reduced Price Lunch,Full Price,Hartford,2011,37,259.2
64,Free / Reduced Price Lunch,F/R Meals,Hartford,2012,1250,215.6
64,Free / Reduced Price Lunch,Full Price,Hartford,2012,86,261
64,Free / Reduced Price Lunch,F/R Meals,Hartford,2013,1159,217
64,Free / Reduced Price Lunch,Full Price,Hartford,2013,118,250.1
65,Free / Reduced Price Lunch,Full Price,Hartland,2006,20,272.4
65,Free / Reduced Price Lunch,Full Price,Hartland,2007,23,262.1
65,Free / Reduced Price Lunch,F/R Meals,Hartland,2008,-,-
65,Free / Reduced Price Lunch,Full Price,Hartland,2008,27,257.9
65,Free / Reduced Price Lunch,Full Price,Hartland,2009,-,-
65,Free / Reduced Price Lunch,Full Price,Hartland,2010,20,269.5
65,Free / Reduced Price Lunch,Full Price,Hartland,2011,20,242.3
65,Free / Reduced Price Lunch,F/R Meals,Hartland,2012,-,-
65,Free / Reduced Price Lunch,Full Price,Hartland,2012,24,238.8
65,Free / Reduced Price Lunch,F/R Meals,Hartland,2013,-,-
65,Free / Reduced Price Lunch,Full Price,Hartland,2013,25,246.7
67,Free / Reduced Price Lunch,F/R Meals,Hebron,2006,-,-
67,Free / Reduced Price Lunch,Full Price,Hebron,2006,166,254.9
67,Free / Reduced Price Lunch,F/R Meals,Hebron,2007,-,-
67,Free / Reduced Price Lunch,Full Price,Hebron,2007,156,261
67,Free / Reduced Price Lunch,F/R Meals,Hebron,2008,-,-
67,Free / Reduced Price Lunch,Full Price,Hebron,2008,154,254.5
67,Free / Reduced Price Lunch,F/R Meals,Hebron,2009,-,-
67,Free / Reduced Price Lunch,Full Price,Hebron,2009,165,263.8
67,Free / Reduced Price Lunch,F/R Meals,Hebron,2010,-,-
67,Free / Reduced Price Lunch,Full Price,Hebron,2010,139,262.1
67,Free / Reduced Price Lunch,F/R Meals,Hebron,2011,-,-
67,Free / Reduced Price Lunch,Full Price,Hebron,2011,151,263.7
67,Free / Reduced Price Lunch,F/R Meals,Hebron,2012,-,-
67,Free / Reduced Price Lunch,Full Price,Hebron,2012,139,264.2
67,Free / Reduced Price Lunch,F/R Meals,Hebron,2013,-,-
67,Free / Reduced Price Lunch,Full Price,Hebron,2013,114,259.1
68,Free / Reduced Price Lunch,F/R Meals,Kent,2006,-,-
68,Free / Reduced Price Lunch,Full Price,Kent,2006,22,252.5
68,Free / Reduced Price Lunch,F/R Meals,Kent,2007,-,-
68,Free / Reduced Price Lunch,Full Price,Kent,2007,21,265.7
68,Free / Reduced Price Lunch,F/R Meals,Kent,2008,-,-
68,Free / Reduced Price Lunch,Full Price,Kent,2008,25,269.8
68,Free / Reduced Price Lunch,F/R Meals,Kent,2009,-,-
68,Free / Reduced Price Lunch,Full Price,Kent,2009,25,252
68,Free / Reduced Price Lunch,F/R Meals,Kent,2010,-,-
68,Free / Reduced Price Lunch,Full Price,Kent,2010,31,247.5
68,Free / Reduced Price Lunch,F/R Meals,Kent,2011,-,-
68,Free / Reduced Price Lunch,Full Price,Kent,2011,23,268.7
68,Free / Reduced Price Lunch,F/R Meals,Kent,2012,-,-
68,Free / Reduced Price Lunch,Full Price,Kent,2012,29,258.8
68,Free / Reduced Price Lunch,F/R Meals,Kent,2013,-,-
68,Free / Reduced Price Lunch,Full Price,Kent,2013,32,261.9
69,Free / Reduced Price Lunch,F/R Meals,Killingly,2006,69,228.1
69,Free / Reduced Price Lunch,Full Price,Killingly,2006,108,238.4
69,Free / Reduced Price Lunch,F/R Meals,Killingly,2007,73,229.3
69,Free / Reduced Price Lunch,Full Price,Killingly,2007,125,235.3
69,Free / Reduced Price Lunch,F/R Meals,Killingly,2008,79,216.7
69,Free / Reduced Price Lunch,Full Price,Killingly,2008,112,242.6
69,Free / Reduced Price Lunch,F/R Meals,Killingly,2009,92,223.6
69,Free / Reduced Price Lunch,Full Price,Killingly,2009,118,237.6
69,Free / Reduced Price Lunch,F/R Meals,Killingly,2010,96,230.6
69,Free / Reduced Price Lunch,Full Price,Killingly,2010,99,242
69,Free / Reduced Price Lunch,F/R Meals,Killingly,2011,83,234.5
69,Free / Reduced Price Lunch,Full Price,Killingly,2011,99,248.1
69,Free / Reduced Price Lunch,F/R Meals,Killingly,2012,89,227.5
69,Free / Reduced Price Lunch,Full Price,Killingly,2012,97,252.5
69,Free / Reduced Price Lunch,F/R Meals,Killingly,2013,79,229.3
69,Free / Reduced Price Lunch,Full Price,Killingly,2013,88,247.3
71,Free / Reduced Price Lunch,F/R Meals,Lebanon,2006,-,-
71,Free / Reduced Price Lunch,Full Price,Lebanon,2006,90,247.5
71,Free / Reduced Price Lunch,F/R Meals,Lebanon,2007,-,-
71,Free / Reduced Price Lunch,Full Price,Lebanon,2007,81,244.1
71,Free / Reduced Price Lunch,F/R Meals,Lebanon,2008,-,-
71,Free / Reduced Price Lunch,Full Price,Lebanon,2008,86,243.9
71,Free / Reduced Price Lunch,F/R Meals,Lebanon,2009,-,-
71,Free / Reduced Price Lunch,Full Price,Lebanon,2009,80,234.7
71,Free / Reduced Price Lunch,F/R Meals,Lebanon,2010,-,-
71,Free / Reduced Price Lunch,Full Price,Lebanon,2010,80,240
71,Free / Reduced Price Lunch,F/R Meals,Lebanon,2011,-,-
71,Free / Reduced Price Lunch,Full Price,Lebanon,2011,77,235.8
71,Free / Reduced Price Lunch,F/R Meals,Lebanon,2012,-,-
71,Free / Reduced Price Lunch,Full Price,Lebanon,2012,66,249.1
71,Free / Reduced Price Lunch,F/R Meals,Lebanon,2013,-,-
71,Free / Reduced Price Lunch,Full Price,Lebanon,2013,71,249.3
72,Free / Reduced Price Lunch,F/R Meals,Ledyard,2006,-,-
72,Free / Reduced Price Lunch,Full Price,Ledyard,2006,211,232.7
72,Free / Reduced Price Lunch,F/R Meals,Ledyard,2007,-,-
72,Free / Reduced Price Lunch,Full Price,Ledyard,2007,195,241.9
72,Free / Reduced Price Lunch,F/R Meals,Ledyard,2008,-,-
72,Free / Reduced Price Lunch,Full Price,Ledyard,2008,156,244.7
72,Free / Reduced Price Lunch,F/R Meals,Ledyard,2009,-,-
72,Free / Reduced Price Lunch,Full Price,Ledyard,2009,137,253.9
72,Free / Reduced Price Lunch,F/R Meals,Ledyard,2010,26,241.4
72,Free / Reduced Price Lunch,Full Price,Ledyard,2010,136,255.4
72,Free / Reduced Price Lunch,F/R Meals,Ledyard,2011,21,237.2
72,Free / Reduced Price Lunch,Full Price,Ledyard,2011,141,255.5
72,Free / Reduced Price Lunch,F/R Meals,Ledyard,2012,29,232.7
72,Free / Reduced Price Lunch,Full Price,Ledyard,2012,132,253.6
72,Free / Reduced Price Lunch,F/R Meals,Ledyard,2013,27,237.9
72,Free / Reduced Price Lunch,Full Price,Ledyard,2013,136,251.2
73,Free / Reduced Price Lunch,F/R Meals,Lisbon,2006,-,-
73,Free / Reduced Price Lunch,Full Price,Lisbon,2006,59,234.5
73,Free / Reduced Price Lunch,F/R Meals,Lisbon,2007,-,-
73,Free / Reduced Price Lunch,Full Price,Lisbon,2007,56,235.7
73,Free / Reduced Price Lunch,F/R Meals,Lisbon,2008,-,-
73,Free / Reduced Price Lunch,Full Price,Lisbon,2008,53,249.4
73,Free / Reduced Price Lunch,F/R Meals,Lisbon,2009,-,-
73,Free / Reduced Price Lunch,Full Price,Lisbon,2009,38,240.6
73,Free / Reduced Price Lunch,F/R Meals,Lisbon,2010,-,-
73,Free / Reduced Price Lunch,Full Price,Lisbon,2010,41,244.1
73,Free / Reduced Price Lunch,F/R Meals,Lisbon,2011,-,-
73,Free / Reduced Price Lunch,Full Price,Lisbon,2011,30,237
73,Free / Reduced Price Lunch,F/R Meals,Lisbon,2012,-,-
73,Free / Reduced Price Lunch,Full Price,Lisbon,2012,36,255.3
73,Free / Reduced Price Lunch,F/R Meals,Lisbon,2013,-,-
73,Free / Reduced Price Lunch,Full Price,Lisbon,2013,31,256.3
74,Free / Reduced Price Lunch,F/R Meals,Litchfield,2006,-,-
74,Free / Reduced Price Lunch,Full Price,Litchfield,2006,76,249.4
74,Free / Reduced Price Lunch,F/R Meals,Litchfield,2007,-,-
74,Free / Reduced Price Lunch,Full Price,Litchfield,2007,83,249.2
74,Free / Reduced Price Lunch,F/R Meals,Litchfield,2008,-,-
74,Free / Reduced Price Lunch,Full Price,Litchfield,2008,88,253.3
74,Free / Reduced Price Lunch,F/R Meals,Litchfield,2009,-,-
74,Free / Reduced Price Lunch,Full Price,Litchfield,2009,75,250.9
74,Free / Reduced Price Lunch,F/R Meals,Litchfield,2010,-,-
74,Free / Reduced Price Lunch,Full Price,Litchfield,2010,72,256.4
74,Free / Reduced Price Lunch,F/R Meals,Litchfield,2011,-,-
74,Free / Reduced Price Lunch,Full Price,Litchfield,2011,77,246.1
74,Free / Reduced Price Lunch,F/R Meals,Litchfield,2012,-,-
74,Free / Reduced Price Lunch,Full Price,Litchfield,2012,71,261.4
74,Free / Reduced Price Lunch,F/R Meals,Litchfield,2013,-,-
74,Free / Reduced Price Lunch,Full Price,Litchfield,2013,65,260.5
76,Free / Reduced Price Lunch,F/R Meals,Madison,2006,-,-
76,Free / Reduced Price Lunch,Full Price,Madison,2006,287,260.8
76,Free / Reduced Price Lunch,F/R Meals,Madison,2007,-,-
76,Free / Reduced Price Lunch,Full Price,Madison,2007,281,256.5
76,Free / Reduced Price Lunch,F/R Meals,Madison,2008,-,-
76,Free / Reduced Price Lunch,Full Price,Madison,2008,272,261.5
76,Free / Reduced Price Lunch,F/R Meals,Madison,2009,-,-
76,Free / Reduced Price Lunch,Full Price,Madison,2009,265,261.4
76,Free / Reduced Price Lunch,F/R Meals,Madison,2010,-,-
76,Free / Reduced Price Lunch,Full Price,Madison,2010,226,269.8
76,Free / Reduced Price Lunch,F/R Meals,Madison,2011,-,-
76,Free / Reduced Price Lunch,Full Price,Madison,2011,238,267.9
76,Free / Reduced Price Lunch,F/R Meals,Madison,2012,-,-
76,Free / Reduced Price Lunch,Full Price,Madison,2012,233,271.9
76,Free / Reduced Price Lunch,F/R Meals,Madison,2013,-,-
76,Free / Reduced Price Lunch,Full Price,Madison,2013,191,266.9
77,Free / Reduced Price Lunch,F/R Meals,Manchester,2006,200,213.7
77,Free / Reduced Price Lunch,Full Price,Manchester,2006,313,242.8
77,Free / Reduced Price Lunch,F/R Meals,Manchester,2007,241,223
77,Free / Reduced Price Lunch,Full Price,Manchester,2007,297,251.3
77,Free / Reduced Price Lunch,F/R Meals,Manchester,2008,229,218.5
77,Free / Reduced Price Lunch,Full Price,Manchester,2008,308,244.3
77,Free / Reduced Price Lunch,F/R Meals,Manchester,2009,238,222.3
77,Free / Reduced Price Lunch,Full Price,Manchester,2009,251,245.7
77,Free / Reduced Price Lunch,F/R Meals,Manchester,2010,260,222
77,Free / Reduced Price Lunch,Full Price,Manchester,2010,262,247.9
77,Free / Reduced Price Lunch,F/R Meals,Manchester,2011,214,231.8
77,Free / Reduced Price Lunch,Full Price,Manchester,2011,216,251.1
77,Free / Reduced Price Lunch,F/R Meals,Manchester,2012,244,223
77,Free / Reduced Price Lunch,Full Price,Manchester,2012,201,260
77,Free / Reduced Price Lunch,F/R Meals,Manchester,2013,245,220.5
77,Free / Reduced Price Lunch,Full Price,Manchester,2013,199,249
78,Free / Reduced Price Lunch,F/R Meals,Mansfield,2006,-,-
78,Free / Reduced Price Lunch,Full Price,Mansfield,2006,116,260.5
78,Free / Reduced Price Lunch,F/R Meals,Mansfield,2007,25,233.6
78,Free / Reduced Price Lunch,Full Price,Mansfield,2007,103,255.3
78,Free / Reduced Price Lunch,F/R Meals,Mansfield,2008,21,236.1
78,Free / Reduced Price Lunch,Full Price,Mansfield,2008,101,254.2
78,Free / Reduced Price Lunch,F/R Meals,Mansfield,2009,20,223.2
78,Free / Reduced Price Lunch,Full Price,Mansfield,2009,113,262.1
78,Free / Reduced Price Lunch,F/R Meals,Mansfield,2010,32,235
